#Data tag : 24v1 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/fb),recorded(/fb)
323492:7218,09/25/18 11:45:43,33,30,0.007113433,0.005823224
323493:7218,09/25/18 11:58:37,144,140,0.029067912,0.027375185
323495:7218,09/25/18 12:54:31,187,187,0.033597169,0.032346650
323524:7221,09/25/18 22:36:20,537,531,0.181582157,0.172935648
323525:7221,09/26/18 02:05:25,1121,1117,0.252437345,0.242649452
323526:7221,09/26/18 09:22:43,462,462,0.066501260,0.064950894
323693:7234,09/29/18 01:47:30,114,114,0.042896980,0.040083728
323696:7234,09/29/18 02:33:10,257,257,0.093142839,0.088848506
323702:7234,09/29/18 08:56:34,808,808,0.150178440,0.145959086
323725:7236,09/29/18 18:38:39,329,329,0.125226754,0.118534171
323726:7236,09/29/18 20:49:58,60,53,0.020846054,0.014606590
323727:7236,09/29/18 21:13:04,971,971,0.255956417,0.246905185
323755:7239,09/30/18 11:17:44,929,929,0.308089144,0.296641630
323775:7240,09/30/18 19:49:18,132,129,0.050237841,0.046768177
323778:7240,09/30/18 20:41:26,934,934,0.282909002,0.270937829
323790:7242,10/01/18 07:35:02,904,900,0.291161662,0.276739615
323794:7242,10/01/18 13:29:17,68,68,0.016768456,0.016056696
323841:7245,10/01/18 23:32:02,465,464,0.163055813,0.155039521
323857:7245,10/02/18 02:35:30,357,357,0.098889718,0.095513815
323940:7252,10/03/18 01:12:47,1519,1519,0.447441650,0.426709389
323954:7252,10/03/18 11:06:37,77,77,0.015712883,0.015141003
323976:7253,10/03/18 14:01:34,55,47,0.020256822,0.014398952
323978:7253,10/03/18 14:23:01,73,68,0.029041740,0.021951990
323980:7253,10/03/18 14:51:36,202,199,0.073990678,0.067732495
323983:7253,10/03/18 16:11:58,188,187,0.060945687,0.056791838
323997:7253,10/03/18 17:30:39,498,498,0.134604714,0.128792620
324021:7256,10/04/18 01:48:39,776,772,0.269172785,0.252487076
324022:7256,10/04/18 06:50:15,554,554,0.131867029,0.127786225
324077:7259,10/04/18 22:20:56,699,699,0.252293601,0.242584758
324201:7264,10/06/18 23:58:19,1364,1355,0.379384056,0.362859736
324202:7264,10/07/18 08:48:52,240,238,0.040414915,0.039241311
324205:7264,10/07/18 10:31:04,163,160,0.024102211,0.022963535
324206:7264,10/07/18 11:38:14,149,141,0.020128926,0.017522886
324207:7264,10/07/18 12:44:24,34,33,0.004321344,0.004054591
324209:7264,10/07/18 13:02:20,142,142,0.016389622,0.016078746
324237:7265,10/07/18 21:29:58,204,204,0.078674456,0.074992447
324245:7266,10/08/18 01:31:07,1659,1659,0.433800379,0.417201691
324293:7270,10/08/18 23:08:14,2302,2302,0.530794795,0.513038391
324315:7271,10/09/18 16:26:19,202,202,0.075286377,0.070437259
324318:7271,10/09/18 17:53:42,332,332,0.104566782,0.099840960
324420:7274,10/11/18 00:24:57,625,625,0.209586938,0.199728582
324729:7308,10/16/18 09:28:04,193,193,0.015343199,0.014796991
324747:7309,10/16/18 12:56:26,1077,1073,0.324000258,0.308248329
324764:7309,10/16/18 19:54:47,150,147,0.032682243,0.030065526
324765:7309,10/16/18 20:52:50,481,478,0.090962368,0.087679915
324769:7309,10/16/18 23:59:45,328,328,0.047990264,0.046770197
324772:7309,10/17/18 02:48:00,165,165,0.019188275,0.018782673
324785:7310,10/17/18 06:16:27,588,583,0.195027522,0.185798935
324791:7310,10/17/18 10:04:47,1217,1217,0.252930317,0.245008389
324835:7314,10/17/18 22:30:14,259,257,0.096575829,0.085856699
324840:7314,10/18/18 00:41:14,96,93,0.032247020,0.027721884
324841:7314,10/18/18 01:18:35,1347,1347,0.312610436,0.301009532
324846:7314,10/18/18 10:06:07,515,515,0.070651245,0.068553152
324878:7315,10/18/18 16:07:07,1734,1734,0.417947869,0.403019079
324897:7317,10/19/18 06:41:04,141,141,0.053284480,0.050229194
324970:7320,10/19/18 15:42:39,2183,2183,0.497974610,0.479468127
324980:7321,10/20/18 08:16:24,2263,2263,0.535222639,0.513297831
324997:7324,10/21/18 04:34:58,122,116,0.045105278,0.038587071
324998:7324,10/21/18 05:23:14,368,362,0.123296902,0.114236184
324999:7324,10/21/18 07:47:04,14,14,0.004195134,0.003883504
325000:7324,10/21/18 08:03:55,371,371,0.098211313,0.094664110
325001:7324,10/21/18 10:29:40,592,592,0.123407318,0.119138567
325022:7328,10/21/18 21:10:37,1550,1550,0.447818974,0.433388530
325057:7331,10/22/18 14:07:34,342,342,0.126568844,0.120049324
325097:7333,10/22/18 21:19:15,57,57,0.021191971,0.017770253
325098:7333,10/22/18 21:46:04,8,8,0.003173597,0.002038540
325099:7333,10/22/18 21:50:54,394,388,0.147889062,0.139171868
325100:7333,10/23/18 00:24:31,254,254,0.078923352,0.074467703
325101:7333,10/23/18 02:07:46,484,482,0.123197437,0.118270941
325110:7333,10/23/18 05:48:34,21,16,0.004525377,0.003259489
325117:7333,10/23/18 07:38:21,533,533,0.088380570,0.085612803
325159:7334,10/23/18 14:38:00,219,213,0.068879852,0.061440392
325168:7334,10/23/18 16:09:33,21,18,0.006441982,0.004288882
325169:7334,10/23/18 16:19:28,23,23,0.006960336,0.005577657
325170:7334,10/23/18 16:31:17,1204,1203,0.272649335,0.263143736
325172:7334,10/24/18 00:22:14,484,475,0.071416714,0.068142727
#Summary:
#nfill,nrun,nls,ncms,totdelivered(/fb),totrecorded(/fb)
#196,478,234527,234125,62.322923205,59.832422397
#Check JSON:
#(run,ls) in json but not in results: []
