#Data tag : 24v1 , Norm tag: None
#run:fill,time,nls,ncms,delivered(/fb),recorded(/fb)
297430:5865,06/24/17 04:03:47,199,199,0.048207442,0.046126812
297431:5865,06/24/17 05:23:08,177,174,0.039698111,0.037653039
297432:5865,06/24/17 06:36:23,112,112,0.023809413,0.023084377
297433:5865,06/24/17 07:41:47,159,153,0.031799924,0.029638959
297434:5865,06/24/17 08:43:17,161,156,0.030295415,0.028677732
297435:5865,06/24/17 09:45:40,94,94,0.017018093,0.016643701
297467:5868,06/24/17 19:48:19,89,89,0.030126764,0.027888357
297468:5868,06/24/17 20:28:56,74,74,0.024093418,0.023129902
297469:5868,06/24/17 21:02:04,66,66,0.020647864,0.018840736
297483:5872,06/25/17 05:36:28,172,171,0.051476654,0.047680580
297484:5872,06/25/17 06:47:17,204,204,0.058113516,0.055238021
297485:5872,06/25/17 08:17:19,402,397,0.100495203,0.095712302
297486:5872,06/25/17 11:05:54,617,615,0.126438536,0.122425327
297487:5872,06/25/17 15:14:37,600,595,0.098229493,0.095190699
297488:5872,06/25/17 19:17:09,418,418,0.056312739,0.055201476
297503:5873,06/26/17 02:02:26,748,745,0.191452203,0.183465358
297504:5873,06/26/17 07:10:25,53,52,0.011426359,0.010723748
297505:5873,06/26/17 08:06:28,394,394,0.076296059,0.074256538
297557:5876,06/26/17 23:20:35,334,334,0.099951800,0.093802629
297558:5876,06/27/17 01:56:22,258,255,0.068404484,0.064909735
297562:5876,06/27/17 05:58:50,319,318,0.064025560,0.061496356
297563:5876,06/27/17 08:23:20,259,259,0.046709527,0.045288723
297598:5878,06/27/17 14:59:43,13,6,0.004094702,0.001177115
297599:5878,06/27/17 15:06:25,347,342,0.097794704,0.092672836
297603:5878,06/27/17 17:52:22,420,418,0.103179054,0.098963659
297604:5878,06/27/17 20:44:33,392,389,0.081786127,0.078676946
297605:5878,06/27/17 23:22:43,360,357,0.065548083,0.063532866
297606:5878,06/28/17 02:10:08,227,227,0.036465988,0.035601065
297620:5880,06/28/17 10:09:22,287,287,0.088077412,0.082127437
297656:5882,06/28/17 17:39:53,303,300,0.097796906,0.093082705
297665:5882,06/29/17 00:46:59,270,267,0.058727234,0.056351241
297666:5882,06/29/17 02:42:25,112,112,0.022563105,0.021995359
297670:5883,06/29/17 06:26:33,14,7,0.004686679,0.002132356
297674:5883,06/29/17 07:15:59,181,176,0.056035425,0.052021832
297675:5883,06/29/17 08:36:58,455,451,0.123896715,0.118758571
297722:5887,06/29/17 20:40:23,295,287,0.096907540,0.090928386
297723:5887,06/29/17 23:02:24,185,185,0.053721529,0.051758051
298996:5942,07/14/17 07:36:18,184,184,0.028674297,0.022845750
298997:5942,07/14/17 08:52:13,38,38,0.005792102,0.003924807
299000:5942,07/14/17 09:20:59,74,74,0.010062949,0.008038139
299042:5946,07/14/17 20:11:50,23,23,0.004137076,0.002019627
299061:5950,07/15/17 01:00:37,318,311,0.079698198,0.064855292
299062:5950,07/15/17 03:04:08,301,294,0.069058225,0.058465106
299064:5950,07/15/17 05:04:34,79,78,0.016999334,0.015542908
299065:5950,07/15/17 05:49:29,328,321,0.064549902,0.057497448
299067:5950,07/15/17 08:12:54,459,459,0.076024723,0.068806840
299096:5952,07/15/17 15:27:14,96,96,0.026625680,0.024066610
299149:5954,07/16/17 01:40:41,442,442,0.120827012,0.108248935
299178:5958,07/16/17 12:24:55,74,70,0.019781371,0.015790998
299180:5958,07/16/17 12:57:51,94,68,0.025881681,0.015575465
299184:5958,07/16/17 13:42:24,561,555,0.136315475,0.123264916
299185:5958,07/16/17 17:26:14,120,120,0.025655519,0.023452406
299327:5960,07/18/17 07:53:09,72,69,0.017371544,0.015178467
299329:5960,07/18/17 08:25:06,172,172,0.039728374,0.037486980
299368:5962,07/18/17 16:09:23,139,131,0.042742215,0.032735167
299369:5962,07/18/17 17:05:01,303,302,0.088266711,0.078459651
299370:5962,07/18/17 19:39:20,666,666,0.152316908,0.142303604
299380:5963,07/19/17 02:35:27,194,191,0.060618789,0.054165295
299381:5963,07/19/17 04:00:43,45,45,0.013446840,0.011928538
299394:5965,07/19/17 07:30:38,29,22,0.008279563,0.005344902
299395:5965,07/19/17 07:42:23,187,182,0.058022324,0.039129215
299396:5965,07/19/17 08:55:05,81,81,0.024115944,0.017198505
299420:5966,07/19/17 12:04:00,49,49,0.015672517,0.013229830
299443:5971,07/20/17 00:32:54,20,20,0.007083998,0.005608276
299450:5974,07/20/17 04:37:03,50,50,0.014236736,0.012395403
299477:5976,07/20/17 12:44:20,10,10,0.003260939,0.002023473
299478:5976,07/20/17 13:06:43,175,172,0.051194931,0.045187917
299479:5976,07/20/17 14:18:01,123,117,0.035501762,0.029876999
299480:5976,07/20/17 15:07:52,714,710,0.179228094,0.165274018
299481:5976,07/20/17 19:55:18,1200,1200,0.200768211,0.189184344
299593:5979,07/21/17 18:23:44,801,797,0.197738140,0.182394483
299594:5979,07/21/17 23:38:54,317,309,0.066340538,0.060686211
299595:5979,07/22/17 01:48:02,135,135,0.025908973,0.025010502
299597:5979,07/22/17 02:46:03,537,537,0.089206132,0.085369535
299649:5984,07/24/17 02:38:21,182,182,0.062620716,0.056767858
300087:6019,07/29/17 06:23:31,201,194,0.013621631,0.012856183
300105:6020,07/29/17 12:14:52,21,21,0.005834990,0.001261251
300106:6020,07/29/17 12:26:04,74,74,0.024514894,0.019537401
300107:6020,07/29/17 12:58:01,46,46,0.014877093,0.013369908
300117:6021,07/29/17 16:45:44,33,33,0.009401160,0.006067243
300122:6024,07/29/17 21:46:18,1244,1235,0.325858046,0.293521143
300123:6024,07/30/17 05:57:59,610,601,0.108636559,0.101250159
300155:6026,07/30/17 18:49:40,1195,1188,0.312824175,0.282029813
300156:6026,07/31/17 02:33:41,72,64,0.014413888,0.011779517
300157:6026,07/31/17 03:14:44,1099,1099,0.177344827,0.167472881
300226:6030,07/31/17 17:03:13,406,406,0.131530199,0.115963157
300233:6031,07/31/17 22:08:06,120,111,0.040745497,0.031640189
300234:6031,07/31/17 22:55:49,59,59,0.019403193,0.014608522
300235:6031,07/31/17 23:21:52,187,181,0.058959166,0.049530363
300236:6031,08/01/17 00:39:29,177,172,0.052514455,0.046368318
300237:6031,08/01/17 01:48:17,715,715,0.175574770,0.163752968
300238:6031,08/01/17 06:39:51,297,290,0.056819804,0.050321407
300239:6031,08/01/17 08:36:42,208,202,0.035930426,0.031288622
300240:6031,08/01/17 10:10:56,355,354,0.052043214,0.047846177
300280:6035,08/02/17 04:47:45,548,548,0.169325221,0.139408265
300281:6035,08/02/17 09:00:44,6,6,0.001624421,0.001496696
300282:6035,08/02/17 09:08:14,135,131,0.035665737,0.030814192
300283:6035,08/02/17 10:20:31,34,26,0.008531742,0.005816356
300284:6035,08/02/17 10:35:38,679,679,0.142047559,0.133886088
300364:6041,08/03/17 12:13:45,20,17,0.006559346,0.003982633
300372:6041,08/03/17 13:32:05,8,8,0.002388738,0.001983119
300375:6041,08/03/17 13:58:15,93,93,0.026669505,0.024814757
300389:6044,08/03/17 18:48:33,121,115,0.038995325,0.026869048
300399:6044,08/03/17 21:15:04,20,17,0.005987772,0.004232691
300400:6044,08/03/17 21:26:33,677,672,0.175038940,0.161513768
300401:6044,08/04/17 02:03:03,655,655,0.123619783,0.116732915
300459:6046,08/04/17 12:16:31,293,293,0.092356937,0.081507468
300461:6046,08/04/17 14:16:24,98,88,0.029054294,0.023737911
300462:6046,08/04/17 14:56:36,97,91,0.027495539,0.023357553
300463:6046,08/04/17 15:38:40,124,124,0.033204679,0.030793470
300464:6046,08/04/17 16:34:29,243,243,0.060512977,0.054223185
300466:6046,08/04/17 18:25:04,650,643,0.131071352,0.121744279
300467:6046,08/04/17 22:39:50,563,563,0.085435588,0.080529050
300497:6048,08/05/17 07:32:31,150,150,0.052151071,0.040034684
300514:6050,08/05/17 12:01:12,113,113,0.038836191,0.029355551
300515:6050,08/05/17 12:46:59,895,895,0.257682463,0.238582156
300516:6050,08/05/17 19:30:10,111,109,0.023887486,0.019603000
300517:6050,08/05/17 20:16:08,529,529,0.097530331,0.092323471
300558:6052,08/06/17 11:30:09,541,534,0.129715574,0.119182107
300560:6052,08/06/17 15:03:15,840,840,0.149112283,0.140271192
300574:6053,08/07/17 02:51:21,97,96,0.030442179,0.024120096
300575:6053,08/07/17 03:34:38,82,76,0.025996102,0.012558143
300576:6053,08/07/17 04:08:51,1199,1199,0.297775839,0.278621069
300631:6054,08/07/17 15:33:51,165,159,0.053937522,0.042706842
300632:6054,08/07/17 16:47:35,21,20,0.006676964,0.004065109
300633:6054,08/07/17 16:58:51,447,447,0.131621478,0.120792956
300635:6054,08/07/17 20:07:40,174,174,0.045275114,0.041778495
300636:6054,08/07/17 21:23:44,1570,1570,0.286541537,0.270292118
300673:6055,08/08/17 10:48:20,21,21,0.007016567,0.006580777
300674:6055,08/08/17 11:03:35,33,30,0.010802455,0.007854279
300675:6055,08/08/17 11:18:43,33,25,0.010857921,0.002899315
300676:6055,08/08/17 11:31:55,26,26,0.008394781,0.007291862
300742:6057,08/08/17 17:08:58,288,288,0.096843404,0.083983676
300777:6060,08/09/17 04:47:35,489,489,0.147097646,0.130414849
300780:6060,08/09/17 08:01:22,339,334,0.087421839,0.079071792
300785:6060,08/09/17 10:49:33,1252,1252,0.225500297,0.212773901
300806:6061,08/09/17 21:47:20,179,179,0.065791937,0.054218346
300811:6061,08/09/17 23:03:45,503,500,0.163634007,0.144699407
300812:6061,08/10/17 02:25:24,59,58,0.016890068,0.014797894
300816:6061,08/10/17 02:54:46,156,150,0.042621184,0.034740265
300817:6061,08/10/17 03:55:18,460,460,0.107187470,0.099409519
301046:6072,08/12/17 01:36:15,62,62,0.004479814,0.004222224
301141:6082,08/14/17 12:14:40,7,7,0.000973564,0.000939304
301142:6082,08/14/17 12:20:37,897,897,0.099533520,0.096263888
301161:6084,08/14/17 21:38:32,770,761,0.104157166,0.098076752
301165:6084,08/15/17 02:39:09,145,145,0.015700995,0.015464523
301179:6086,08/15/17 07:58:06,25,19,0.004392048,0.002048255
301180:6086,08/15/17 08:08:13,97,92,0.016719281,0.014830088
301183:6086,08/15/17 08:47:34,299,299,0.048096786,0.045298745
301281:6089,08/15/17 23:07:41,120,120,0.019988319,0.018542081
301283:6089,08/15/17 23:59:33,884,884,0.124060362,0.120005149
301298:6090,08/16/17 09:17:06,905,905,0.159892976,0.153992530
301323:6091,08/16/17 18:21:28,954,954,0.173706405,0.165060316
301330:6093,08/17/17 05:31:24,332,332,0.068402210,0.064442940
301359:6094,08/17/17 11:07:05,287,287,0.061037999,0.057278251
301384:6096,08/17/17 15:43:36,476,476,0.098240901,0.094353980
301391:6097,08/17/17 21:43:51,177,175,0.037139878,0.034574486
301392:6097,08/17/17 22:57:14,627,627,0.114412856,0.110226143
301393:6097,08/18/17 03:04:23,17,17,0.002714215,0.002604790
301396:6097,08/18/17 03:39:05,33,26,0.005110710,0.003739861
301397:6097,08/18/17 03:55:16,725,719,0.097928755,0.094047999
301398:6097,08/18/17 08:43:04,9,9,0.001061312,0.000559291
301399:6097,08/18/17 08:50:12,108,108,0.012455935,0.012282390
301417:6098,08/18/17 12:47:02,318,318,0.070564433,0.067689348
301447:6104,08/19/17 11:30:21,422,422,0.075105349,0.071877413
301448:6104,08/19/17 14:20:04,329,325,0.050142359,0.048026966
301449:6104,08/19/17 16:30:03,404,398,0.053248089,0.049332905
301450:6104,08/19/17 19:07:02,173,173,0.019921165,0.019426093
301461:6105,08/19/17 23:00:39,554,554,0.105411250,0.098199825
301472:6106,08/20/17 14:12:07,796,796,0.142694937,0.138117560
301475:6106,08/20/17 19:47:00,18,12,0.002727436,0.001558199
301476:6106,08/20/17 19:53:54,844,844,0.110610607,0.107777845
301519:6110,08/21/17 13:13:28,209,203,0.038053137,0.033366917
301524:6110,08/21/17 14:45:22,257,257,0.042620581,0.041078320
301529:6110,08/21/17 17:22:10,49,49,0.007311108,0.006578466
301530:6110,08/21/17 17:44:34,110,107,0.015743077,0.014335108
301531:6110,08/21/17 18:34:34,394,393,0.050162330,0.048371775
301532:6110,08/21/17 21:12:59,611,611,0.063969619,0.062657289
301567:6114,08/22/17 08:46:48,359,359,0.066519188,0.063339395
301627:6116,08/22/17 23:21:42,887,887,0.134206965,0.131459419
301664:6119,08/23/17 12:24:23,418,411,0.074228173,0.070386122
301665:6119,08/23/17 15:07:51,463,463,0.069777093,0.068033935
301694:6123,08/24/17 04:23:23,67,67,0.019312015,0.017576373
301912:6136,08/26/17 13:57:23,332,332,0.040029269,0.038278525
301913:6136,08/26/17 16:26:53,58,55,0.006611713,0.005957840
301914:6136,08/26/17 16:50:05,350,350,0.036518759,0.035547414
301941:6138,08/27/17 09:32:02,538,538,0.077012816,0.074506652
301959:6140,08/27/17 18:23:25,1909,1909,0.283762721,0.275846203
301960:6140,08/28/17 06:47:35,147,147,0.014556974,0.014257568
301970:6141,08/28/17 10:42:12,118,118,0.023055199,0.022349098
301984:6142,08/28/17 14:13:01,301,300,0.058994289,0.055474662
301985:6142,08/28/17 16:11:52,367,360,0.063240555,0.060037889
301986:6142,08/28/17 18:34:30,381,379,0.056199148,0.054356914
301987:6142,08/28/17 21:03:26,1128,1128,0.124891455,0.122752521
301997:6143,08/29/17 06:55:19,371,361,0.069910934,0.065075702
301998:6143,08/29/17 09:19:31,1704,1704,0.221794375,0.217462642
302019:6146,08/30/17 03:40:54,53,53,0.009802270,0.009112865
302026:6147,08/30/17 06:49:09,37,30,0.006700606,0.004651888
302029:6147,08/30/17 07:16:38,98,92,0.019796769,0.015281544
302031:6147,08/30/17 08:08:29,814,814,0.134165173,0.128521640
302033:6147,08/30/17 13:34:23,43,41,0.005885179,0.005173654
302034:6147,08/30/17 13:54:42,20,12,0.002694972,0.000483548
302037:6147,08/30/17 14:25:38,3,2,0.000393025,0.000060437
302038:6147,08/30/17 14:31:57,1,1,0.000130110,0.000008983
302040:6147,08/30/17 14:35:43,174,168,0.022174291,0.020954841
302041:6147,08/30/17 15:44:00,72,65,0.008745696,0.007738133
302042:6147,08/30/17 16:12:11,523,516,0.056857266,0.054983585
302043:6147,08/30/17 19:35:17,228,228,0.021191557,0.020761524
302131:6152,08/31/17 12:32:49,873,873,0.114100110,0.111634653
302159:6155,09/01/17 00:37:45,108,108,0.016991342,0.016076609
302163:6156,09/01/17 03:33:23,1197,1189,0.152174709,0.146312058
302165:6156,09/01/17 11:25:29,85,80,0.007724232,0.006889986
302166:6156,09/01/17 11:58:48,16,16,0.001543379,0.001518820
302225:6158,09/01/17 18:41:42,868,868,0.117430288,0.114788470
302228:6159,09/02/17 03:31:11,234,234,0.039717461,0.038240724
302229:6159,09/02/17 05:05:33,457,457,0.069211592,0.067570786
302240:6160,09/02/17 10:53:49,960,960,0.141917734,0.138868374
302262:6161,09/03/17 03:32:01,435,428,0.080030572,0.075969816
302263:6161,09/03/17 06:21:33,1250,1250,0.168935530,0.165383267
302277:6165,09/03/17 22:44:53,372,372,0.055365409,0.053761113
302279:6165,09/04/17 07:35:57,71,70,0.006472557,0.005862909
302280:6165,09/04/17 08:06:51,152,152,0.012808800,0.012611393
302322:6167,09/04/17 17:43:03,838,838,0.099513483,0.096870474
302328:6168,09/05/17 01:49:04,681,681,0.096130173,0.093450403
302337:6169,09/05/17 09:16:54,136,127,0.023588373,0.020376770
302342:6169,09/05/17 10:22:40,54,54,0.009166992,0.006933228
302343:6169,09/05/17 10:52:16,98,97,0.016033889,0.015318244
302344:6169,09/05/17 11:33:14,480,480,0.070481221,0.068798124
302350:6169,09/05/17 15:02:18,136,136,0.016753059,0.016492993
302388:6170,09/05/17 18:47:02,685,685,0.130525792,0.126263558
302392:6171,09/06/17 01:57:37,363,355,0.080810630,0.074911826
302393:6171,09/06/17 04:19:09,887,887,0.160742391,0.157322303
302448:6174,09/06/17 20:48:45,1898,1898,0.315621379,0.307866591
302472:6175,09/07/17 11:26:58,781,781,0.161048569,0.154748577
302473:6175,09/07/17 16:32:57,377,368,0.063483025,0.060432748
302474:6175,09/07/17 19:17:17,305,305,0.045529150,0.043413267
302475:6175,09/07/17 21:17:58,7,2,0.000992210,0.000099576
302476:6175,09/07/17 21:22:33,259,259,0.034366510,0.033417297
302479:6176,09/08/17 01:19:43,309,309,0.071561951,0.068380572
302484:6177,09/08/17 06:07:18,169,169,0.038848834,0.036414086
302485:6177,09/08/17 07:17:25,922,922,0.179207049,0.173348266
302492:6177,09/08/17 13:49:02,49,44,0.007763388,0.006787591
302493:6177,09/08/17 14:09:59,7,2,0.001097136,0.000141710
302494:6177,09/08/17 14:13:24,618,618,0.088321294,0.086352322
302509:6179,09/08/17 23:12:14,20,20,0.005151813,0.004987040
302513:6180,09/09/17 02:18:36,53,53,0.013229522,0.012202645
302522:6182,09/09/17 07:21:36,18,12,0.002987121,0.000508555
302523:6182,09/09/17 07:29:07,59,54,0.013791255,0.010748271
302525:6182,09/09/17 07:58:46,709,702,0.140978560,0.134813248
302526:6182,09/09/17 13:00:58,582,582,0.090482648,0.088305524
302548:6185,09/10/17 01:59:07,85,81,0.018485278,0.015739562
302551:6185,09/10/17 02:41:42,7,6,0.001535251,0.000103949
302553:6185,09/10/17 02:50:55,188,187,0.039058429,0.037036843
302554:6185,09/10/17 04:05:18,7,3,0.001388155,0.000091438
302555:6185,09/10/17 04:09:27,11,11,0.002176059,0.001909607
302563:6186,09/10/17 07:12:18,7,7,0.001439095,0.000320075
302565:6186,09/10/17 07:21:03,7,3,0.001624172,0.000149416
302572:6186,09/10/17 08:51:54,286,281,0.056715765,0.053765298
302573:6186,09/10/17 10:44:44,1249,1249,0.192171178,0.187919165
302596:6189,09/11/17 03:28:46,926,920,0.180017073,0.173172028
302597:6189,09/11/17 09:35:10,1054,1054,0.148097116,0.145123420
302634:6191,09/12/17 01:21:56,582,582,0.122604174,0.116389673
302635:6191,09/12/17 05:18:01,1252,1252,0.189629660,0.184469238
302651:6192,09/12/17 16:37:00,149,146,0.033940068,0.030035338
302654:6192,09/12/17 17:38:00,317,317,0.065600498,0.063967438
302661:6193,09/12/17 22:27:07,72,67,0.015303013,0.009465408
302663:6193,09/12/17 23:00:30,706,706,0.137829628,0.134253685
303825:6239,09/24/17 07:38:22,180,180,0.023267728,0.022834484
303832:6240,09/24/17 11:12:03,1857,1857,0.330988230,0.321325968
303838:6241,09/25/17 01:48:14,1963,1963,0.392733747,0.380035365
303885:6243,09/25/17 19:09:18,1993,1993,0.415750493,0.400159045
303948:6245,09/26/17 12:47:20,1624,1624,0.366223327,0.351609948
303998:6247,09/27/17 07:04:50,262,262,0.079268301,0.073026071
303999:6247,09/27/17 08:51:42,751,747,0.180569308,0.172738813
304000:6247,09/27/17 13:43:21,56,56,0.010854211,0.010644324
304062:6252,09/27/17 20:37:25,1961,1961,0.394968863,0.382104603
304119:6253,09/28/17 12:28:48,76,72,0.024497129,0.020997149
304120:6253,09/28/17 13:00:38,253,252,0.077818055,0.072288318
304125:6253,09/28/17 14:40:12,1769,1769,0.347273370,0.338100566
304144:6255,09/29/17 05:27:56,2580,2580,0.556715891,0.533880991
304158:6258,09/30/17 06:34:02,1922,1922,0.383216886,0.370884680
304169:6259,09/30/17 22:12:01,1668,1666,0.350211577,0.338518799
304170:6259,10/01/17 09:08:28,620,620,0.077076858,0.075626313
304199:6261,10/01/17 18:52:32,9,5,0.002833423,0.000059034
304200:6261,10/01/17 18:55:56,321,321,0.092919221,0.088141923
304204:6262,10/01/17 23:41:28,553,553,0.162979487,0.153181548
304209:6263,10/02/17 05:33:50,405,405,0.126121024,0.116173536
304291:6266,10/02/17 17:40:12,30,22,0.008571483,0.003372765
304292:6266,10/02/17 17:51:42,1753,1753,0.367803706,0.347239887
304333:6268,10/03/17 11:50:16,1580,1580,0.382161342,0.366646071
304354:6269,10/04/17 03:17:59,214,214,0.072347948,0.068254535
304366:6271,10/04/17 09:20:21,1819,1819,0.435690667,0.419018022
304446:6272,10/05/17 00:46:48,55,55,0.019514966,0.016790734
304447:6272,10/05/17 01:17:36,1639,1639,0.386189265,0.368514943
304451:6272,10/05/17 12:14:42,60,54,0.008736541,0.007415690
304505:6275,10/05/17 18:53:15,27,26,0.009511604,0.007711608
304506:6275,10/05/17 19:04:50,370,370,0.124625294,0.119535842
304507:6275,10/05/17 21:32:15,239,235,0.070334560,0.050591787
304508:6275,10/05/17 23:07:03,1324,1324,0.254739967,0.248024590
304562:6276,10/06/17 12:30:33,794,794,0.235445282,0.221933738
304616:6278,10/06/17 22:15:30,942,942,0.267760823,0.253368597
304625:6279,10/07/17 07:35:53,464,462,0.155528888,0.136309938
304626:6279,10/07/17 10:38:44,8,8,0.002531789,0.002315882
304654:6283,10/08/17 01:25:39,652,645,0.207534379,0.173597580
304655:6283,10/08/17 05:39:51,1194,1194,0.238836044,0.229947014
304661:6284,10/08/17 15:49:49,145,142,0.050076025,0.046163719
304662:6284,10/08/17 17:02:49,150,147,0.048306614,0.043509010
304663:6284,10/08/17 18:01:29,689,689,0.185544278,0.177083905
304671:6285,10/09/17 00:42:58,1143,1139,0.326111694,0.308364239
304672:6285,10/09/17 08:09:10,60,60,0.012453585,0.012167963
304737:6287,10/09/17 19:53:10,81,75,0.027920028,0.024061358
304738:6287,10/09/17 20:24:42,1681,1677,0.426729367,0.409354391
304739:6287,10/10/17 07:20:18,14,11,0.002200828,0.001550956
304740:6287,10/10/17 07:25:27,278,278,0.040808991,0.039852170
304776:6288,10/10/17 12:08:18,50,41,0.017214262,0.009373711
304777:6288,10/10/17 12:27:41,504,497,0.166494462,0.156559623
304778:6288,10/10/17 15:47:07,1297,1297,0.273930564,0.266216593
304797:6291,10/11/17 07:04:09,2910,2910,0.579665722,0.557402679
305044:6297,10/13/17 21:00:45,222,218,0.072793905,0.067132644
305045:6297,10/13/17 23:11:07,873,873,0.211531418,0.202352038
305046:6297,10/14/17 04:51:45,683,683,0.111406156,0.108548626
305059:6298,10/14/17 11:45:00,512,510,0.173430432,0.157786386
305062:6298,10/14/17 15:13:17,8,5,0.002691613,0.001305638
305063:6298,10/14/17 15:18:15,35,35,0.011546876,0.009565485
305064:6298,10/14/17 15:34:27,2045,2045,0.391763826,0.380018945
305081:6300,10/15/17 09:05:35,1056,1056,0.333987552,0.315140453
305112:6303,10/15/17 23:07:00,1460,1455,0.420290538,0.400956804
305113:6303,10/16/17 08:40:46,64,59,0.012353643,0.010930752
305114:6303,10/16/17 09:05:22,526,526,0.087283980,0.085167818
305178:6304,10/16/17 17:19:50,56,53,0.019523176,0.017181663
305179:6304,10/16/17 17:41:42,21,17,0.007322397,0.003856497
305180:6304,10/16/17 17:50:42,9,5,0.003106355,0.000554954
305181:6304,10/16/17 17:55:03,8,7,0.002816682,0.000585574
305182:6304,10/16/17 18:00:34,8,5,0.002775101,0.000951367
305183:6304,10/16/17 18:04:56,236,232,0.082035826,0.077319804
305184:6304,10/16/17 19:50:14,8,8,0.002747195,0.000103732
305186:6304,10/16/17 19:58:49,415,415,0.127495967,0.122050118
305188:6304,10/16/17 23:07:05,1002,1002,0.204476365,0.198329647
305202:6305,10/17/17 08:18:29,653,648,0.221934118,0.207759559
305204:6305,10/17/17 13:20:31,1229,1229,0.262804247,0.254512562
305207:6306,10/17/17 23:34:03,1026,1026,0.331401883,0.318101281
305208:6306,10/18/17 06:15:41,372,372,0.086604556,0.083056036
305234:6307,10/18/17 11:00:15,48,46,0.016759135,0.012655354
305236:6307,10/18/17 11:28:42,23,23,0.008001486,0.006486870
305237:6307,10/18/17 11:42:18,1146,1146,0.353830403,0.337866398
305247:6308,10/18/17 23:58:28,377,375,0.131423852,0.122425911
305248:6308,10/19/17 02:26:29,957,952,0.272850654,0.257882530
305252:6308,10/19/17 09:09:00,548,548,0.097354287,0.095039739
305282:6309,10/19/17 15:28:19,133,133,0.046409666,0.044344542
305310:6311,10/19/17 20:28:01,394,389,0.137262332,0.127514929
305311:6311,10/19/17 23:03:23,153,153,0.050760572,0.047386625
305312:6311,10/20/17 00:05:08,227,227,0.072385318,0.068271226
305313:6311,10/20/17 01:35:47,741,739,0.178579346,0.170164197
305314:6311,10/20/17 06:25:45,404,404,0.070088392,0.068334406
305336:6312,10/20/17 12:11:09,206,206,0.071098447,0.066202888
305338:6312,10/20/17 13:32:38,107,103,0.036719746,0.033111775
305341:6312,10/20/17 14:14:05,503,500,0.160209896,0.151780463
305349:6312,10/20/17 17:29:36,34,30,0.009358371,0.003880846
305350:6312,10/20/17 17:43:01,21,15,0.005679796,0.003820111
305351:6312,10/20/17 17:51:38,868,868,0.185011654,0.178341011
305358:6313,10/21/17 02:01:05,162,158,0.056566080,0.049593829
305364:6314,10/21/17 05:43:21,98,94,0.033906825,0.030414385
305365:6314,10/21/17 06:21:12,825,825,0.261561501,0.248985048
305366:6314,10/21/17 11:46:55,1239,1239,0.239446349,0.232273985
305376:6315,10/22/17 00:11:09,98,98,0.034220032,0.032670779
305377:6315,10/22/17 01:10:10,1514,1514,0.417257853,0.398851417
305405:6317,10/22/17 18:15:49,496,494,0.170004765,0.159491167
305406:6317,10/22/17 21:45:00,1458,1458,0.328170351,0.316024204
305440:6318,10/23/17 10:50:33,272,266,0.094463648,0.083253340
305441:6318,10/23/17 12:36:13,121,121,0.038085372,0.036615177
305516:6323,10/23/17 23:42:58,555,552,0.187372471,0.170811889
305517:6323,10/24/17 03:42:14,163,163,0.049736159,0.033973948
305518:6323,10/24/17 04:48:59,1134,1134,0.242865953,0.233807313
305586:6324,10/24/17 17:46:56,531,531,0.180913877,0.171033459
305589:6324,10/24/17 22:47:21,691,691,0.170274056,0.162878243
305590:6324,10/25/17 03:17:26,1004,1004,0.155970996,0.151936421
